prevspecidx,whale,coart,prevcodanum,codanum,prevclicknum,clicknum,prevaudidx,audidx,prevhandvcat,handvcat,handvsubtype,prevtagondt,tagondt,prevcodadt,codadt,prevcodaenddt,codaenddt,pairt1,midt,pairt2,deltasec,specidx,prevspecpk,specpk,prevpkidx,pkidx,prevpkfq,pkfq,prevf1pk,f1pk,f2pk,prevf2pk,prevnumpks,numpks
146,ATWOOD,aa,5205,5206,5,1,677,678,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:10:49.097800000,2015-02-03 15:10:54.337100000,2015-02-03 15:10:50.183150000,2015-02-03 15:10:55.417691600,2.19,2.205,2.22,4.15395,147,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
148,ATWOOD,aa,5206,5207,5,1,682,683,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:10:54.337100000,2015-02-03 15:10:57.734400000,2015-02-03 15:10:55.417691600,2015-02-03 15:10:58.866683300,2.22,2.235,2.25,2.3167084,149,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
150,ATWOOD,aa,5207,5208,6,1,688,689,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:10:57.734400000,2015-02-03 15:11:04.891200000,2015-02-03 15:10:58.866683300,2015-02-03 15:11:06.074441700,2.25,2.265,2.28,6.0245167,151,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
152,ATWOOD,aa,5208,5209,5,1,693,694,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:11:04.891200000,2015-02-03 15:11:09.577400000,2015-02-03 15:11:06.074441700,2015-02-03 15:11:10.776216700,2.28,2.295,2.31,3.5029583,153,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
154,ATWOOD,aa,5209,5210,5,1,698,699,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:11:09.577400000,2015-02-03 15:11:13.853900000,2015-02-03 15:11:10.776216700,2015-02-03 15:11:15.021375000,2.31,2.325,2.34,3.0776833,155,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
156,ATWOOD,aa,5210,5212,5,1,703,704,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:11:13.853900000,2015-02-03 15:11:23.826500000,2015-02-03 15:11:15.021375000,2015-02-03 15:11:24.698775000,2.34,2.355,2.37,8.805125,157,6796.875,7031.25,[29],[21 30],[6796.875],[4921.875 7031.25 ],6796.875,4921.875,7031.25,,1,2
158,ATWOOD,aa,5212,5233,5,1,708,709,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:11:23.826500000,2015-02-03 15:12:09.297700000,2015-02-03 15:11:24.698775000,2015-02-03 15:12:10.630850000,2.37,2.385,2.4,44.598925,159,7265.625,6796.875,[21 31],[29],[4921.875 7265.625],[6796.875],4921.875,6796.875,,7265.625,2,1
160,ATWOOD,aa,5233,5234,5,1,713,714,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:12:09.297700000,2015-02-03 15:12:13.394500000,2015-02-03 15:12:10.630850000,2015-02-03 15:12:14.695508300,2.4,2.415,2.43,2.76365,161,6796.875,6562.5,[29],[28],[6796.875],[6562.5],6796.875,6562.5,,,1,1
162,ATWOOD,aa,5234,5235,5,1,718,719,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:12:13.394500000,2015-02-03 15:12:17.015600000,2015-02-03 15:12:14.695508300,2015-02-03 15:12:18.258116700,2.43,2.445,2.46,2.3200917,163,6562.5,6796.875,[28],[29],[6562.5],[6796.875],6562.5,6796.875,,,1,1
164,ATWOOD,aa,5235,5236,5,1,723,724,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:12:17.015600000,2015-02-03 15:12:20.613200000,2015-02-03 15:12:18.258116700,2015-02-03 15:12:21.867533400,2.46,2.475,2.49,2.3550833,165,6328.125,6328.125,[27],[27],[6328.125],[6328.125],6328.125,6328.125,,,1,1
166,ATWOOD,aa,5236,5237,5,1,728,729,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:12:20.613200000,2015-02-03 15:12:24.348600000,2015-02-03 15:12:21.867533400,2015-02-03 15:12:25.591658300,2.49,2.505,2.52,2.4810666,167,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
168,ATWOOD,aa,5237,5238,5,1,733,734,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:12:24.348600000,2015-02-03 15:12:28.022000000,2015-02-03 15:12:25.591658300,2015-02-03 15:12:29.272416700,2.52,2.535,2.55,2.4303417,169,6328.125,6328.125,[27],[27],[6328.125],[6328.125],6328.125,6328.125,,,1,1
170,ATWOOD,aa,5238,5239,5,1,738,739,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:12:28.022000000,2015-02-03 15:12:31.671500000,2015-02-03 15:12:29.272416700,2015-02-03 15:12:32.868258400,2.55,2.565,2.58,2.3990833,171,6328.125,6328.125,[27],[27],[6328.125],[6328.125],6328.125,6328.125,,,1,1
172,ATWOOD,aa,5239,5240,5,1,743,744,a,a,,2015-02-03 11:20:26,2015-02-03 11:20:26,2015-02-03 15:12:31.671500000,2015-02-03 15:12:35.097200000,2015-02-03 15:12:32.868258400,2015-02-03 15:12:36.287766600,2.58,2.595,2.61,2.2289416,173,6328.125,6562.5,[27],[28],[6328.125],[6562.5],6328.125,6562.5,,,1,1
174,ATWOOD,aa,5438,5439,5,1,1002,1003,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:38:12.835100000,2015-03-02 15:38:25.537700000,2015-03-02 15:38:13.255408400,2015-03-02 15:38:26.284100000,2.61,2.625,2.64,12.2822916,175,6328.125,5625.0,[27],[24],[6328.125],[5625.],6328.125,5625.0,,,1,1
176,ATWOOD,aa,5439,5440,5,1,1007,1008,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:38:25.537700000,2015-03-02 15:38:29.857400000,2015-03-02 15:38:26.284100000,2015-03-02 15:38:30.651075000,2.64,2.655,2.67,3.5733,177,6093.75,5859.375,[26],[25],[6093.75],[5859.375],6093.75,5859.375,,,1,1
178,ATWOOD,aa,5440,5441,5,1,1012,1013,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:38:29.857400000,2015-03-02 15:38:33.706200000,2015-03-02 15:38:30.651075000,2015-03-02 15:38:34.472283300,2.67,2.685,2.7,3.055125,179,6093.75,6093.75,[26],[26],[6093.75],[6093.75],6093.75,6093.75,,,1,1
180,ATWOOD,aa,5441,5442,5,1,1017,1018,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:38:33.706200000,2015-03-02 15:38:38.402600000,2015-03-02 15:38:34.472283300,2015-03-02 15:38:39.161925000,2.7,2.715,2.73,3.9303167,181,6093.75,6093.75,[26],[26],[6093.75],[6093.75],6093.75,6093.75,,,1,1
182,ATWOOD,aa,5442,5443,5,1,1022,1023,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:38:38.402600000,2015-03-02 15:38:41.842000000,2015-03-02 15:38:39.161925000,2015-03-02 15:38:42.623216700,2.73,2.745,2.76,2.680075,183,6093.75,6562.5,[26],[28],[6093.75],[6562.5],6093.75,6562.5,,,1,1
184,ATWOOD,aa,5443,5444,5,1,1027,1028,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:38:41.842000000,2015-03-02 15:38:51.372900000,2015-03-02 15:38:42.623216700,2015-03-02 15:38:52.266750000,2.76,2.775,2.79,8.7496833,185,6093.75,7500.0,[26],[32],[6093.75],[7500.],6093.75,7500.0,,,1,1
186,ATWOOD,aa,5444,5445,5,1,1032,1033,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:38:51.372900000,2015-03-02 15:38:58.003100000,2015-03-02 15:38:52.266750000,2015-03-02 15:38:58.959375000,2.79,2.805,2.82,5.73635,187,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
188,ATWOOD,aa,5445,5446,5,1,1037,1038,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:38:58.003100000,2015-03-02 15:39:03.157300000,2015-03-02 15:38:58.959375000,2015-03-02 15:39:04.102966700,2.82,2.835,2.85,4.197925,189,6328.125,6562.5,[27],[28],[6328.125],[6562.5],6328.125,6562.5,,,1,1
190,ATWOOD,aa,5446,5447,5,1,1042,1043,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:03.157300000,2015-03-02 15:39:09.981300000,2015-03-02 15:39:04.102966700,2015-03-02 15:39:10.949041600,2.85,2.865,2.88,5.8783333,191,6328.125,6328.125,[27],[27],[6328.125],[6328.125],6328.125,6328.125,,,1,1
192,ATWOOD,aa,5447,5448,5,1,1047,1048,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:09.981300000,2015-03-02 15:39:13.602100000,2015-03-02 15:39:10.949041600,2015-03-02 15:39:14.558533300,2.88,2.895,2.91,2.6530584,193,6328.125,6328.125,[27],[27],[6328.125],[6328.125],6328.125,6328.125,,,1,1
194,ATWOOD,aa,5448,5449,5,1,1052,1053,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:13.602100000,2015-03-02 15:39:17.603400000,2015-03-02 15:39:14.558533300,2015-03-02 15:39:18.561908400,2.91,2.925,2.94,3.0448667,195,6328.125,6562.5,[27],[28],[6328.125],[6562.5],6328.125,6562.5,,,1,1
196,ATWOOD,aa,5449,5450,5,1,1057,1058,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:17.603400000,2015-03-02 15:39:21.671700000,2015-03-02 15:39:18.561908400,2015-03-02 15:39:22.686108300,2.94,2.955,2.97,3.1097916,197,6328.125,6562.5,[27],[28],[6328.125],[6562.5],6328.125,6562.5,,,1,1
198,ATWOOD,aa,5450,5451,5,1,1062,1063,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:21.671700000,2015-03-02 15:39:25.673600000,2015-03-02 15:39:22.686108300,2015-03-02 15:39:26.707475000,2.97,2.985,3.0,2.9874917,199,6328.125,6328.125,[27],[27],[6328.125],[6328.125],6328.125,6328.125,,,1,1
200,ATWOOD,aa,5451,5452,5,1,1067,1068,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:25.673600000,2015-03-02 15:39:29.714400000,2015-03-02 15:39:26.707475000,2015-03-02 15:39:30.751066700,3.0,3.015,3.03,3.006925,201,6562.5,6328.125,[28],[27],[6562.5],[6328.125],6562.5,6328.125,,,1,1
202,ATWOOD,aa,5452,5453,5,1,1072,1073,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:29.714400000,2015-03-02 15:39:33.331700000,2015-03-02 15:39:30.751066700,2015-03-02 15:39:34.358816600,3.03,3.045,3.06,2.5806333,203,6328.125,6562.5,[27],[28],[6328.125],[6562.5],6328.125,6562.5,,,1,1
204,ATWOOD,aa,5453,5454,5,1,1077,1078,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:33.331700000,2015-03-02 15:39:37.470400000,2015-03-02 15:39:34.358816600,2015-03-02 15:39:38.508416600,3.06,3.075,3.09,3.1115834,205,6328.125,6562.5,[27],[28],[6328.125],[6562.5],6328.125,6562.5,,,1,1
206,ATWOOD,aa,5454,5455,5,1,1082,1083,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:37.470400000,2015-03-02 15:39:41.233100000,2015-03-02 15:39:38.508416600,2015-03-02 15:39:42.285208300,3.09,3.105,3.12,2.7246834,207,6796.875,6562.5,[29],[28],[6796.875],[6562.5],6796.875,6562.5,,,1,1
208,ATWOOD,aa,5455,5456,5,1,1087,1088,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:41.233100000,2015-03-02 15:39:44.978600000,2015-03-02 15:39:42.285208300,2015-03-02 15:39:46.047058300,3.12,3.135,3.15,2.6933917,209,6328.125,6328.125,[27],[27],[6328.125],[6328.125],6328.125,6328.125,,,1,1
210,ATWOOD,aa,5456,5457,5,1,1092,1093,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:44.978600000,2015-03-02 15:39:48.635300000,2015-03-02 15:39:46.047058300,2015-03-02 15:39:49.700908299,3.15,3.165,3.18,2.5882417,211,6562.5,6328.125,[28],[27],[6562.5],[6328.125],6562.5,6328.125,,,1,1
212,ATWOOD,aa,5457,5458,5,1,1097,1098,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:48.635300000,2015-03-02 15:39:52.333600000,2015-03-02 15:39:49.700908299,2015-03-02 15:39:53.382050000,3.18,3.195,3.21,2.632691701,213,6328.125,6328.125,[27],[27],[6328.125],[6328.125],6328.125,6328.125,,,1,1
214,ATWOOD,aa,5458,5459,5,1,1102,1103,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:52.333600000,2015-03-02 15:39:56.733100000,2015-03-02 15:39:53.382050000,2015-03-02 15:39:57.800641700,3.21,3.225,3.24,3.35105,215,6562.5,6328.125,[28],[27],[6562.5],[6328.125],6562.5,6328.125,,,1,1
216,ATWOOD,aa,5459,5460,5,1,1107,1108,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:39:56.733100000,2015-03-02 15:40:00.502399999,2015-03-02 15:39:57.800641700,2015-03-02 15:40:01.532691699,3.24,3.255,3.27,2.701758299,217,6328.125,6328.125,[27],[27],[6328.125],[6328.125],6328.125,6328.125,,,1,1
218,ATWOOD,aa,5460,5461,5,1,1112,1113,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:40:00.502399999,2015-03-02 15:40:04.778800000,2015-03-02 15:40:01.532691699,2015-03-02 15:40:05.797725000,3.27,3.285,3.3,3.246108301,219,6562.5,6328.125,[28],[27],[6562.5],[6328.125],6562.5,6328.125,,,1,1
220,ATWOOD,aa,5461,5462,5,1,1117,1118,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:40:04.778800000,2015-03-02 15:40:36.759100000,2015-03-02 15:40:05.797725000,2015-03-02 15:40:37.885433300,3.3,3.315,3.33,30.961375,221,6328.125,6796.875,[27],[29],[6328.125],[6796.875],6328.125,6796.875,,,1,1
222,ATWOOD,aa,5462,5463,5,1,1122,1123,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:40:36.759100000,2015-03-02 15:40:41.080400000,2015-03-02 15:40:37.885433300,2015-03-02 15:40:42.282458300,3.33,3.345,3.36,3.1949667,223,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
224,ATWOOD,aa,5463,5464,5,1,1127,1128,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:40:41.080400000,2015-03-02 15:40:44.831600000,2015-03-02 15:40:42.282458300,2015-03-02 15:40:45.865675000,3.36,3.375,3.39,2.5491417,225,6796.875,6796.875,[29],[29],[6796.875],[6796.875],6796.875,6796.875,,,1,1
226,ATWOOD,aa,5464,5465,5,1,1132,1133,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:40:44.831600000,2015-03-02 15:40:48.498600000,2015-03-02 15:40:45.865675000,2015-03-02 15:40:49.546641700,3.39,3.405,3.42,2.632925,227,6562.5,6796.875,[28],[29],[6562.5],[6796.875],6562.5,6796.875,,,1,1
228,ATWOOD,aa,5465,5466,5,1,1137,1138,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:40:48.498600000,2015-03-02 15:40:51.999800000,2015-03-02 15:40:49.546641700,2015-03-02 15:40:53.029716700,3.42,3.435,3.45,2.4531583,229,6562.5,7031.25,[28],[30],[6562.5],[7031.25],6562.5,7031.25,,,1,1
230,ATWOOD,aa,5466,5467,5,1,1142,1143,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:40:51.999800000,2015-03-02 15:40:55.893400000,2015-03-02 15:40:53.029716700,2015-03-02 15:40:56.982133300,3.45,3.465,3.48,2.8636833,231,6796.875,6796.875,[29],[29],[6796.875],[6796.875],6796.875,6796.875,,,1,1
232,ATWOOD,aa,5467,5468,5,1,1147,1148,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:40:55.893400000,2015-03-02 15:40:59.582300000,2015-03-02 15:40:56.982133300,2015-03-02 15:41:00.634383300,3.48,3.495,3.51,2.6001667,233,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
234,ATWOOD,aa,5468,5469,5,1,1152,1153,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:40:59.582300000,2015-03-02 15:41:03.303100000,2015-03-02 15:41:00.634383300,2015-03-02 15:41:04.377950000,3.51,3.525,3.54,2.6687167,235,6562.5,7031.25,[28],[30],[6562.5],[7031.25],6562.5,7031.25,,,1,1
236,ATWOOD,aa,5469,5470,5,1,1157,1158,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:41:03.303100000,2015-03-02 15:41:14.150300000,2015-03-02 15:41:04.377950000,2015-03-02 15:41:15.046191700,3.54,3.555,3.57,9.77235,237,6796.875,7031.25,[29],[30],[6796.875],[7031.25],6796.875,7031.25,,,1,1
238,ATWOOD,aa,5470,5471,5,1,1162,1163,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:41:14.150300000,2015-03-02 15:41:18.496200000,2015-03-02 15:41:15.046191700,2015-03-02 15:41:19.350690100,3.57,3.585,3.6,3.4500083,239,6562.5,6328.125,[28],[27],[6562.5],[6328.125],6562.5,6328.125,,,1,1
240,ATWOOD,aa,5471,5472,5,1,1167,1168,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:41:18.496200000,2015-03-02 15:41:22.254500000,2015-03-02 15:41:19.350690100,2015-03-02 15:41:23.102750000,3.6,3.615,3.63,2.9038099,241,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
242,ATWOOD,aa,5472,5473,5,1,1172,1173,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:41:22.254500000,2015-03-02 15:41:26.296100000,2015-03-02 15:41:23.102750000,2015-03-02 15:41:27.129593200,3.63,3.645,3.66,3.19335,243,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
244,ATWOOD,aa,5473,5474,5,1,1177,1178,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:41:26.296100000,2015-03-02 15:41:30.689900000,2015-03-02 15:41:27.129593200,2015-03-02 15:41:31.511125000,3.66,3.675,3.69,3.5603068,245,6328.125,6562.5,[27],[28],[6328.125],[6562.5],6328.125,6562.5,,,1,1
246,ATWOOD,aa,5474,5475,5,1,1182,1183,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:41:30.689900000,2015-03-02 15:41:34.674300000,2015-03-02 15:41:31.511125000,2015-03-02 15:41:35.504300000,3.69,3.705,3.72,3.163175,247,6328.125,6796.875,[27],[29],[6328.125],[6796.875],6328.125,6796.875,,,1,1
248,ATWOOD,aa,5475,5476,5,1,1187,1188,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:41:34.674300000,2015-03-02 15:41:38.888100000,2015-03-02 15:41:35.504300000,2015-03-02 15:41:39.756483300,3.72,3.735,3.75,3.3838,249,6328.125,6796.875,[27],[29],[6328.125],[6796.875],6328.125,6796.875,,,1,1
250,ATWOOD,aa,5476,5477,5,1,1192,1193,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:41:38.888100000,2015-03-02 15:41:42.969100000,2015-03-02 15:41:39.756483300,2015-03-02 15:41:43.687600000,3.75,3.765,3.78,3.2126167,251,6328.125,6562.5,[27],[28],[6328.125],[6562.5],6328.125,6562.5,,,1,1
252,ATWOOD,aa,5477,5478,4,1,1196,1197,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:41:42.969100000,2015-03-02 15:41:47.393500000,2015-03-02 15:41:43.687600000,2015-03-02 15:41:48.324066700,3.78,3.795,3.81,3.7059,253,6328.125,6562.5,[27],[28],[6328.125],[6562.5],6328.125,6562.5,,,1,1
254,ATWOOD,aa,5478,5479,5,1,1201,1202,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:41:47.393500000,2015-03-02 15:41:51.809800000,2015-03-02 15:41:48.324066700,2015-03-02 15:41:52.776200000,3.81,3.825,3.84,3.4857333,255,6562.5,6796.875,[28],[29],[6562.5],[6796.875],6562.5,6796.875,,,1,1
256,ATWOOD,aa,5479,5480,5,1,1206,1207,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:41:51.809800000,2015-03-02 15:41:55.828900000,2015-03-02 15:41:52.776200000,2015-03-02 15:41:56.946191700,3.84,3.855,3.87,3.0527,257,6328.125,6796.875,[27],[29],[6328.125],[6796.875],6328.125,6796.875,,,1,1
258,ATWOOD,aa,5611,5612,5,1,1233,1234,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:46:16.816500000,2015-03-02 15:46:20.715500000,2015-03-02 15:46:17.934850600,2015-03-02 15:46:21.687683400,3.87,3.885,3.9,2.7806494,259,7031.25,7031.25,[30],[30],[7031.25],[7031.25],7031.25,7031.25,,,1,1
260,ATWOOD,aa,5612,5613,5,1,1238,1239,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:46:20.715500000,2015-03-02 15:46:25.270300000,2015-03-02 15:46:21.687683400,2015-03-02 15:46:26.344584700,3.9,3.915,3.93,3.5826166,261,7031.25,7031.25,[30],[30],[7031.25],[7031.25],7031.25,7031.25,,,1,1
262,ATWOOD,aa,5613,5642,5,1,1243,1244,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:46:25.270300000,2015-03-02 15:48:05.180200000,2015-03-02 15:46:26.344584700,2015-03-02 15:48:06.415675000,3.93,3.945,3.96,98.8356153,263,7031.25,7265.625,[30],[31],[7031.25],[7265.625],7031.25,7265.625,,,1,1
264,ATWOOD,aa,5642,5643,5,1,1248,1249,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:48:05.180200000,2015-03-02 15:48:11.451300000,2015-03-02 15:48:06.415675000,2015-03-02 15:48:12.603691700,3.96,3.975,3.99,5.035625,265,6796.875,6562.5,[29],[28],[6796.875],[6562.5],6796.875,6562.5,,,1,1
266,ATWOOD,aa,5643,5644,5,1,1253,1254,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:48:11.451300000,2015-03-02 15:48:15.897900000,2015-03-02 15:48:12.603691700,2015-03-02 15:48:17.048258300,3.99,4.005,4.02,3.2942083,267,6796.875,6562.5,[29],[28],[6796.875],[6562.5],6796.875,6562.5,,,1,1
268,ATWOOD,aa,5644,5645,5,1,1258,1259,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:48:15.897900000,2015-03-02 15:48:20.269300000,2015-03-02 15:48:17.048258300,2015-03-02 15:48:21.379400000,4.02,4.035,4.05,3.2210417,269,6796.875,6562.5,[29],[28],[6796.875],[6562.5],6796.875,6562.5,,,1,1
270,ATWOOD,aa,5645,5646,5,1,1263,1264,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:48:20.269300000,2015-03-02 15:48:25.148100000,2015-03-02 15:48:21.379400000,2015-03-02 15:48:26.242925000,4.05,4.065,4.08,3.7687,271,6796.875,6796.875,[29],[29],[6796.875],[6796.875],6796.875,6796.875,,,1,1
272,ATWOOD,aa,5646,5647,5,1,1268,1269,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:48:25.148100000,2015-03-02 15:48:29.412100000,2015-03-02 15:48:26.242925000,2015-03-02 15:48:30.507833300,4.08,4.095,4.11,3.169175,273,6796.875,6562.5,[29],[28],[6796.875],[6562.5],6796.875,6562.5,,,1,1
274,ATWOOD,aa,5647,5648,5,1,1273,1274,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:48:29.412100000,2015-03-02 15:48:34.131700000,2015-03-02 15:48:30.507833300,2015-03-02 15:48:35.250850000,4.11,4.125,4.14,3.6238667,275,6796.875,6796.875,[29],[29],[6796.875],[6796.875],6796.875,6796.875,,,1,1
276,ATWOOD,aa,5648,5649,5,1,1278,1279,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:48:34.131700000,2015-03-02 15:48:38.445600000,2015-03-02 15:48:35.250850000,2015-03-02 15:48:39.515466700,4.14,4.155,4.17,3.19475,277,6796.875,6562.5,[29],[28],[6796.875],[6562.5],6796.875,6562.5,,,1,1
278,ATWOOD,aa,5649,5650,5,1,1283,1284,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:48:38.445600000,2015-03-02 15:48:42.953100000,2015-03-02 15:48:39.515466700,2015-03-02 15:48:44.156816700,4.17,4.185,4.2,3.4376333,279,6796.875,6562.5,[29],[28],[6796.875],[6562.5],6796.875,6562.5,,,1,1
280,ATWOOD,aa,5650,5651,6,1,1289,1290,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:48:42.953100000,2015-03-02 15:48:47.246500000,2015-03-02 15:48:44.156816700,2015-03-02 15:48:48.299483300,4.2,4.215,4.23,3.0896833,281,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
282,ATWOOD,aa,5651,5652,5,1,1294,1295,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:48:47.246500000,2015-03-02 15:48:51.553200000,2015-03-02 15:48:48.299483300,2015-03-02 15:48:52.589100000,4.23,4.245,4.26,3.2537167,283,6562.5,6328.125,[28],[27],[6562.5],[6328.125],6562.5,6328.125,,,1,1
284,ATWOOD,aa,5652,5653,5,1,1299,1300,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:48:51.553200000,2015-03-02 15:48:56.253199999,2015-03-02 15:48:52.589100000,2015-03-02 15:48:57.291833299,4.26,4.275,4.29,3.664099999,285,6562.5,6562.5,[28],[28],[6562.5],[6562.5],6562.5,6562.5,,,1,1
286,ATWOOD,aa,5653,5654,5,1,1304,1305,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:48:56.253199999,2015-03-02 15:49:00.821900000,2015-03-02 15:48:57.291833299,2015-03-02 15:49:01.906825000,4.29,4.305,4.32,3.530066701,287,6562.5,6328.125,[28],[27],[6562.5],[6328.125],6562.5,6328.125,,,1,1
288,ATWOOD,aa,5654,5655,5,1,1309,1310,a,a,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:49:00.821900000,2015-03-02 15:49:13.515399999,2015-03-02 15:49:01.906825000,2015-03-02 15:49:13.932141699,4.32,4.335,4.35,11.608574999,289,6328.125,7265.625,[27],[31],[6328.125],[7265.625],6328.125,7265.625,,,1,1
